Location	File_Name	start	end	min_freq	max_freq	certainty	call_type	species	Noise_Types	Noise_Level
Grono	010519_233002.wav.data	23:44:52	23:45:02	1469.0	2714.0	100	M	K-Set	["Wind", "Wind Gusts"]	High
Grono	010519_234502.wav.data	23:46:48	23:46:58	822.0	3808.0	100	M	K-Ok	["Wind", "Wind Gusts"]	Medium
Grono	010519_234502.wav.data	23:46:48	23:46:58	822.0	3808.0	100	M	K-Set	["Wind", "Wind Gusts"]	Medium
Grono	010519_234502.wav.data	23:46:48	23:46:58	822.0	3808.0	100	M	K-F	["Wind", "Wind Gusts"]	Medium
Grono	010519_234502.wav.data	23:46:57	23:47:28	1494.0	3323.0	100	M	K-Set	["Wind", "Wind Gusts"]	Medium
Grono	010519_234502.wav.data	23:46:57	23:47:28	1494.0	3323.0	100	M	K-M	["Wind", "Wind Gusts"]	Medium
Grono	010519_234502.wav.data	23:46:57	23:47:28	1494.0	3323.0	100	M	K-Ok	["Wind", "Wind Gusts"]	Medium
Grono	010519_234502.wav.data	23:46:48	23:47:29	746.0	3870.0	100	M	Duet	["Wind", "Wind Gusts"]	Medium
Grono	010519_234502.wav.data	23:45:02	23:45:20	1532	3049	100	M	K-Ok	["Wind", "Wind Gusts"]	Medium
Grono	010519_234502.wav.data	23:45:02	23:45:20	1532	3049	100	M	K-M	["Wind", "Wind Gusts"]	Medium
Grono	010519_234502.wav.data	23:45:02	23:45:20	1532	3049	100	M	K-Set	["Wind", "Wind Gusts"]	Medium
Grono	020419_221503.wav.data	22:20:57	22:21:09	1182.0	3497.0	100	M	K-Set	["Rain", "Wind"]	Low
Grono	020419_221503.wav.data	22:20:57	22:21:09	1182.0	3497.0	100	M	K-F	["Rain", "Wind"]	Low
Grono	020419_221503.wav.data	22:20:57	22:21:09	1182.0	3497.0	100	M	K-Far	["Rain", "Wind"]	Low
Grono	020419_221503.wav.data	22:21:09	22:21:35	2190.0	3410.0	100	M	K-Far	["Rain", "Wind"]	Low
Grono	020419_221503.wav.data	22:21:09	22:21:35	2190.0	3410.0	100	M	K-Set	["Rain", "Wind"]	Low
Grono	020419_221503.wav.data	22:21:09	22:21:35	2190.0	3410.0	100	M	K-M	["Rain", "Wind"]	Low
Grono	020419_221503.wav.data	22:20:56	22:21:36	1095.0	3745.0	100	M	Duet	["Rain", "Wind"]	Low
Grono	020419_221503.wav.data	22:22:49	22:23:20	1569.0	2739.0	100	M	K-Set	["Rain", "Wind"]	Low
Grono	020419_221503.wav.data	22:22:49	22:23:20	1569.0	2739.0	100	M	K-M	["Rain", "Wind"]	Low
Grono	020419_221503.wav.data	22:22:49	22:23:20	1569.0	2739.0	100	M	K-Far	["Rain", "Wind"]	Low
Grono	020419_230002.wav.data	23:14:02	23:14:33	1877.03125	3313.0	100	M	K-Set	["Wind", "Wind Gusts"]	Low
Grono	020419_230002.wav.data	23:14:02	23:14:33	1877.03125	3313.0	100	M	K-M	["Wind", "Wind Gusts"]	Low
Grono	020419_230002.wav.data	23:14:02	23:14:33	1877.03125	3313.0	100	M	K-Ok	["Wind", "Wind Gusts"]	Low
Grono	020519_230002.wav.data	23:10:00	23:10:30	1767.984375	2705.65625	100	M	K-Set	["Wind"]	Medium
Grono	020519_230002.wav.data	23:10:00	23:10:30	1767.984375	2705.65625	100	M	K-M	["Wind"]	Medium
Grono	020519_230002.wav.data	23:10:00	23:10:30	1767.984375	2705.65625	100	M	K-Ok	["Wind"]	Medium
Grono	020519_230002.wav.data	23:11:10	23:11:34	1133.0	3983.0	100	M	K-Set	["Wind"]	Medium
Grono	020519_230002.wav.data	23:11:10	23:11:34	1133.0	3983.0	100	M	K-F	["Wind"]	Medium
Grono	020519_230002.wav.data	23:11:10	23:11:34	1133.0	3983.0	100	M	K-Ok	["Wind"]	Medium
Grono	020519_230002.wav.data	23:11:34	23:12:09	1992.28125	3161.421875	100	M	K-Ok	["Wind"]	Medium
Grono	020519_230002.wav.data	23:11:34	23:12:09	1992.28125	3161.421875	100	M	K-M	["Wind"]	Medium
Grono	020519_230002.wav.data	23:11:34	23:12:09	1992.28125	3161.421875	100	M	K-Set	["Wind"]	Medium
Grono	020519_230002.wav.data	23:11:09	23:12:10	933.40625	3962.40625	100	M	Duet	["Wind"]	Medium
Grono	020519_233002.wav.data	23:33:31	23:34:05	1552.0	3989.0	100	M	K-Set	["Wind"]	Low
Grono	020519_233002.wav.data	23:33:31	23:34:05	1552.0	3989.0	100	M	K-M	["Wind"]	Low
Grono	020519_233002.wav.data	23:33:31	23:34:05	1552.0	3989.0	100	M	K-Ok	["Wind"]	Low
Grono	020519_233002.wav.data	23:41:04	23:41:23	1021.0	1930.0	100	M	K-Ok	["Wind"]	Low
Grono	020519_233002.wav.data	23:41:04	23:41:23	1021.0	1930.0	100	M	K-Set	["Wind"]	Low
Grono	020519_233002.wav.data	23:41:04	23:41:23	1021.0	1930.0	100	M	K-F	["Wind"]	Low
Grono	020519_233002.wav.data	23:41:23	23:41:50	1631.0	3436.0	100	M	K-Set	["Wind"]	Low
Grono	020519_233002.wav.data	23:41:23	23:41:50	1631.0	3436.0	100	M	K-Ok	["Wind"]	Low
Grono	020519_233002.wav.data	23:41:23	23:41:50	1631.0	3436.0	100	M	K-M	["Wind"]	Low
Grono	020519_233002.wav.data	23:41:04	23:41:50	984.0	3485.0	100	M	Duet	["Wind"]	Low
Grono	030419_220001.wav.data	22:08:21	22:08:46	1070.0	2440.0	100	M	K-F	["Wind", "Other"]	Low
Grono	030419_220001.wav.data	22:08:21	22:08:46	1070.0	2440.0	100	M	K-Set	["Wind", "Other"]	Low
Grono	030419_220001.wav.data	22:08:21	22:08:46	1070.0	2440.0	100	M	K-Far	["Wind", "Other"]	Low
Grono	030419_220001.wav.data	22:08:45	22:09:14	1805.0	3050.0	100	M	K-Far	["Wind", "Other"]	Low
Grono	030419_220001.wav.data	22:08:45	22:09:14	1805.0	3050.0	100	M	K-Set	["Wind", "Other"]	Low
Grono	030419_220001.wav.data	22:08:45	22:09:14	1805.0	3050.0	100	M	K-M	["Wind", "Other"]	Low
Grono	030419_220001.wav.data	22:07:58	22:08:21	1967.0	3237.0	100	M	K-Far	["Wind", "Other"]	Low
Grono	030419_220001.wav.data	22:07:58	22:08:21	1967.0	3237.0	100	M	K-M	["Wind", "Other"]	Low
Grono	030419_220001.wav.data	22:07:58	22:08:21	1967.0	3237.0	100	M	K-Set	["Wind", "Other"]	Low
Grono	030419_220001.wav.data	22:07:56	22:09:16	959.0	3485.0	100	M	Duet	["Wind", "Other"]	Low
Grono	030419_233002.wav.data	23:36:10	23:36:36	2052.0	3006.0	100	M	K-Set	Union{}[]	Low
Grono	030419_233002.wav.data	23:36:10	23:36:36	2052.0	3006.0	100	M	K-M	Union{}[]	Low
Grono	030419_233002.wav.data	23:36:10	23:36:36	2052.0	3006.0	100	M	K-Far	Union{}[]	Low
Grono	030419_234502.wav.data	23:48:44	23:48:54	1046.0	4000.0	100	M	K-Set	["Wind", "Wind Gusts"]	Terrible
Grono	030419_234502.wav.data	23:48:44	23:48:54	1046.0	4000.0	100	M	K-F	["Wind", "Wind Gusts"]	Terrible
Grono	030419_234502.wav.data	23:48:44	23:48:54	1046.0	4000.0	100	M	K-Ok	["Wind", "Wind Gusts"]	Terrible
Grono	030419_234502.wav.data	23:48:51	23:49:23	1519.0	3299.0	100	M	K-Set	["Wind", "Wind Gusts"]	Terrible
Grono	030419_234502.wav.data	23:48:51	23:49:23	1519.0	3299.0	100	M	K-M	["Wind", "Wind Gusts"]	Terrible
Grono	030419_234502.wav.data	23:48:51	23:49:23	1519.0	3299.0	100	M	K-Ok	["Wind", "Wind Gusts"]	Terrible
Grono	030419_234502.wav.data	23:49:34	23:49:55	996.0	3062.0	100	M	K-Set	["Wind", "Wind Gusts"]	Terrible
Grono	030419_234502.wav.data	23:49:34	23:49:55	996.0	3062.0	100	M	K-F	["Wind", "Wind Gusts"]	Terrible
Grono	030419_234502.wav.data	23:49:34	23:49:55	996.0	3062.0	100	M	K-Ok	["Wind", "Wind Gusts"]	Terrible
Grono	030419_234502.wav.data	23:49:51	23:50:10	1868.0	3448.0	100	M	K-Set	["Wind", "Wind Gusts"]	Terrible
Grono	030419_234502.wav.data	23:49:51	23:50:10	1868.0	3448.0	100	M	K-M	["Wind", "Wind Gusts"]	Terrible
Grono	030419_234502.wav.data	23:49:51	23:50:10	1868.0	3448.0	100	M	K-Ok	["Wind", "Wind Gusts"]	Terrible
Grono	030419_234502.wav.data	23:50:09	23:50:34	1681.0	2465.0	100	M	K-Set	["Wind", "Wind Gusts"]	Terrible
Grono	030419_234502.wav.data	23:50:09	23:50:34	1681.0	2465.0	100	M	K-M	["Wind", "Wind Gusts"]	Terrible
Grono	030419_234502.wav.data	23:50:09	23:50:34	1681.0	2465.0	100	M	K-Ok	["Wind", "Wind Gusts"]	Terrible
Grono	030419_234502.wav.data	23:49:32	23:50:10	934.0	3647.0	100	M	Duet	["Wind", "Wind Gusts"]	Terrible
Grono	030419_234502.wav.data	23:51:25	23:51:56	1780.0	3573.0	100	M	K-Set	["Wind", "Wind Gusts"]	Terrible
Grono	030419_234502.wav.data	23:51:25	23:51:56	1780.0	3573.0	100	M	K-M	["Wind", "Wind Gusts"]	Terrible
Grono	030419_234502.wav.data	23:51:25	23:51:56	1780.0	3573.0	100	M	K-Ok	["Wind", "Wind Gusts"]	Terrible
Grono	030419_234502.wav.data	23:54:34	23:54:58	2104.0	3610.0	100	M	K-Set	["Wind", "Wind Gusts"]	Terrible
Grono	030419_234502.wav.data	23:54:34	23:54:58	2104.0	3610.0	100	M	K-M	["Wind", "Wind Gusts"]	Terrible
Grono	030419_234502.wav.data	23:54:34	23:54:58	2104.0	3610.0	100	M	K-Ok	["Wind", "Wind Gusts"]	Terrible
Grono	030419_234502.wav.data	23:54:20	23:54:35	1133.0	2017.0	100	M	K-F	["Wind", "Wind Gusts"]	Terrible
Grono	030419_234502.wav.data	23:54:20	23:54:35	1133.0	2017.0	100	M	K-Set	["Wind", "Wind Gusts"]	Terrible
Grono	030419_234502.wav.data	23:54:20	23:54:35	1133.0	2017.0	100	M	K-Ok	["Wind", "Wind Gusts"]	Terrible
Grono	030519_220001.wav.data	22:11:07	22:11:37	1518.0	3973.0	100	M	K-Set	["Wind"]	Low
Grono	030519_220001.wav.data	22:11:07	22:11:37	1518.0	3973.0	100	M	K-M	["Wind"]	Low
Grono	030519_220001.wav.data	22:11:07	22:11:37	1518.0	3973.0	100	M	K-Ok	["Wind"]	Low
Grono	030519_224502.wav.data	22:55:47	22:56:20	1460.0	3961.0	100	M	K-Set	["Wind"]	Low
Grono	030519_224502.wav.data	22:55:47	22:56:20	1460.0	3961.0	100	M	K-M	["Wind"]	Low
Grono	030519_224502.wav.data	22:55:47	22:56:20	1460.0	3961.0	100	M	K-Ok	["Wind"]	Low
Grono	030519_233003.wav.data	23:38:44	23:39:23	1569.0	2179.0	100	M	K-Set	["Wind"]	Low
Grono	030519_233003.wav.data	23:38:44	23:39:23	1569.0	2179.0	100	M	K-Far	["Wind"]	Low
Grono	030519_233003.wav.data	23:38:44	23:39:23	1569.0	2179.0	100	M	K-M	["Wind"]	Low
Grono	040419_231502.wav.data	23:19:46	23:20:17	1511.0	3248.0	100	M	K-M	["Wind", "Other"]	Low
Grono	040419_231502.wav.data	23:19:46	23:20:17	1511.0	3248.0	100	M	K-Far	["Wind", "Other"]	Low
Grono	040419_231502.wav.data	23:19:46	23:20:17	1511.0	3248.0	100	M	K-Set	["Wind", "Other"]	Low
Grono	050419_221503.wav.data	22:26:13	22:26:22	1581.0	3573.0	100	M	K-Set	["Wind"]	Low
Grono	050419_221503.wav.data	22:26:13	22:26:22	1581.0	3573.0	100	M	K-M	["Wind"]	Low
Grono	050419_221503.wav.data	22:26:13	22:26:22	1581.0	3573.0	100	M	K-Ok	["Wind"]	Low
Grono	050419_221503.wav.data	22:26:24	22:26:28	2639.0	3535.0	100	M	K-Set	["Wind"]	Low
Grono	050419_221503.wav.data	22:26:24	22:26:28	2639.0	3535.0	100	M	K-M	["Wind"]	Low
Grono	050419_221503.wav.data	22:26:24	22:26:28	2639.0	3535.0	100	M	K-Ok	["Wind"]	Low
Grono	050419_221503.wav.data	22:26:37	22:26:44	1668.0	3585.0	100	M	K-Set	["Wind"]	Low
Grono	050419_221503.wav.data	22:26:37	22:26:44	1668.0	3585.0	100	M	K-M	["Wind"]	Low
Grono	050419_221503.wav.data	22:26:37	22:26:44	1668.0	3585.0	100	M	K-Ok	["Wind"]	Low
Grono	050419_221503.wav.data	22:26:48	22:27:05	1519.0	3523.0	100	M	K-Set	["Wind"]	Low
Grono	050419_221503.wav.data	22:26:48	22:27:05	1519.0	3523.0	100	M	K-M	["Wind"]	Low
Grono	050419_221503.wav.data	22:26:48	22:27:05	1519.0	3523.0	100	M	K-Ok	["Wind"]	Low
Grono	050419_223003.wav.data	22:40:17	22:40:46	1460.0	3359.0	100	M	K-Set	["Wind"]	Low
Grono	050419_223003.wav.data	22:40:17	22:40:46	1460.0	3359.0	100	M	K-Ok	["Wind"]	Low
Grono	050419_223003.wav.data	22:40:17	22:40:46	1460.0	3359.0	100	M	K-M	["Wind"]	Low
Grono	050419_223003.wav.data	22:40:46	22:41:30	797.0	2837.0	100	M	K-Set	["Wind"]	Low
Grono	050419_223003.wav.data	22:40:46	22:41:30	797.0	2837.0	100	M	K-Ok	["Wind"]	Low
Grono	050419_223003.wav.data	22:40:46	22:41:30	797.0	2837.0	100	M	K-F	["Wind"]	Low
Grono	050419_223003.wav.data	22:40:17	22:41:31	673.0	3523.0	100	M	Duet	["Wind"]	Low
Grono	050419_224502.wav.data	22:49:04	22:49:37	1425.0	3185.0	100	M	K-Ok	["Wind"]	Low
Grono	050419_224502.wav.data	22:49:04	22:49:37	1425.0	3185.0	100	M	K-Set	["Wind"]	Low
Grono	050419_224502.wav.data	22:49:04	22:49:37	1425.0	3185.0	100	M	K-M	["Wind"]	Low
Grono	050419_224502.wav.data	22:58:02	22:58:25	1444.0	3398.0	100	M	K-Set	["Wind"]	Low
Grono	050419_224502.wav.data	22:58:02	22:58:25	1444.0	3398.0	100	M	K-M	["Wind"]	Low
Grono	050419_224502.wav.data	22:58:02	22:58:25	1444.0	3398.0	100	M	K-Ok	["Wind"]	Low
Grono	050419_224502.wav.data	22:58:59	22:59:24	884.0	2913.0	100	M	K-Set	["Wind"]	Low
Grono	050419_224502.wav.data	22:58:59	22:59:24	884.0	2913.0	100	M	K-Ok	["Wind"]	Low
Grono	050419_224502.wav.data	22:58:59	22:59:24	884.0	2913.0	100	M	K-F	["Wind"]	Low
Grono	050419_224502.wav.data	22:58:01	22:59:25	723.0	3585.0	100	M	Duet	["Wind"]	Low
Grono	050419_230002.wav.data	23:03:53	23:04:24	1495.0	3290.0	100	M	K-Set	["Wind", "Wind Gusts"]	Low
Grono	050419_230002.wav.data	23:03:53	23:04:24	1495.0	3290.0	100	M	K-Ok	["Wind", "Wind Gusts"]	Low
Grono	050419_230002.wav.data	23:03:53	23:04:24	1495.0	3290.0	100	M	K-M	["Wind", "Wind Gusts"]	Low
Grono	050419_230002.wav.data	23:04:45	23:05:12	2179.0	3456.0	100	M	K-M	["Wind", "Wind Gusts"]	Low
Grono	050419_230002.wav.data	23:04:45	23:05:12	2179.0	3456.0	100	M	K-Ok	["Wind", "Wind Gusts"]	Low
Grono	050419_230002.wav.data	23:04:45	23:05:12	2179.0	3456.0	100	M	K-Set	["Wind", "Wind Gusts"]	Low
Grono	050419_233002.wav.data	23:32:56	23:33:31	1587.0	3533.0	100	M	K-Set	["Wind", "Wind Gusts"]	Low
Grono	050419_233002.wav.data	23:32:56	23:33:31	1587.0	3533.0	100	M	K-M	["Wind", "Wind Gusts"]	Low
Grono	050419_233002.wav.data	23:32:56	23:33:31	1587.0	3533.0	100	M	K-Far	["Wind", "Wind Gusts"]	Low
Grono	050519_220001.wav.data	22:01:24	22:02:03	753.0	3857.0	100	M	K-Set	["Wind"]	High
Grono	050519_220001.wav.data	22:01:24	22:02:03	753.0	3857.0	100	M	K-F	["Wind"]	High
Grono	050519_220001.wav.data	22:01:24	22:02:03	753.0	3857.0	100	M	K-Ok	["Wind"]	High
Grono	050519_220001.wav.data	22:02:02	22:02:28	1631.0	3568.0	100	M	K-M	["Wind"]	High
Grono	050519_220001.wav.data	22:02:02	22:02:28	1631.0	3568.0	100	M	K-Set	["Wind"]	High
Grono	050519_220001.wav.data	22:02:02	22:02:28	1631.0	3568.0	100	M	K-Ok	["Wind"]	High
Grono	050519_220001.wav.data	22:01:24	22:02:29	648.0	3871.0	100	M	Duet	["Wind"]	High
Grono	060419_220001.wav.data	22:03:42	22:03:54	360.0	3996.0	100	M	K-Set	["Wind"]	Medium
Grono	060419_220001.wav.data	22:03:42	22:03:54	360.0	3996.0	100	M	K-F	["Wind"]	Medium
Grono	060419_220001.wav.data	22:03:42	22:03:54	360.0	3996.0	100	M	K-Close	["Wind"]	Medium
Grono	060419_220001.wav.data	22:03:53	22:04:23	1780.0	3617.0	100	M	K-M	["Wind"]	Medium
Grono	060419_220001.wav.data	22:03:53	22:04:23	1780.0	3617.0	100	M	K-Set	["Wind"]	Medium
Grono	060419_220001.wav.data	22:03:53	22:04:23	1780.0	3617.0	100	M	K-Ok	["Wind"]	Medium
Grono	060419_220001.wav.data	22:03:41	22:04:24	275.0	4000.0	100	M	Duet	["Wind"]	Medium
Grono	060419_220001.wav.data	22:09:55	22:10:11	324.0	3983.0	100	M	K-Set	["Wind"]	Medium
Grono	060419_220001.wav.data	22:09:55	22:10:11	324.0	3983.0	100	M	K-F	["Wind"]	Medium
Grono	060419_220001.wav.data	22:09:55	22:10:11	324.0	3983.0	100	M	K-Close	["Wind"]	Medium
Grono	060419_220001.wav.data	22:10:10	22:10:39	1768.0	3398.0	100	M	K-Set	["Wind"]	Medium
Grono	060419_220001.wav.data	22:10:10	22:10:39	1768.0	3398.0	100	M	K-Ok	["Wind"]	Medium
Grono	060419_220001.wav.data	22:10:10	22:10:39	1768.0	3398.0	100	M	K-M	["Wind"]	Medium
Grono	060419_220001.wav.data	22:09:54	22:10:40	262.0	3996.0	100	M	Duet	["Wind"]	Medium
Grono	060419_220001.wav.data	22:13:37	22:14:02	1818.0	3349.0	100	M	K-M	["Wind"]	Medium
Grono	060419_220001.wav.data	22:13:37	22:14:02	1818.0	3349.0	100	M	K-Ok	["Wind"]	Medium
Grono	060419_220001.wav.data	22:13:37	22:14:02	1818.0	3349.0	100	M	K-Set	["Wind"]	Medium
Grono	060419_221503.wav.data	22:26:22	22:26:36	1900.0	3058.0	100	M	K-Set	["Wind"]	Terrible
Grono	060419_221503.wav.data	22:26:22	22:26:36	1900.0	3058.0	100	M	K-Ok	["Wind"]	Terrible
Grono	060419_221503.wav.data	22:26:22	22:26:36	1900.0	3058.0	100	M	K-F	["Wind"]	Terrible
Grono	060419_224502.wav.data	22:51:14	22:51:35	1854.0	3533.0	100	M	K-M	["Wind"]	Medium
Grono	060419_224502.wav.data	22:51:14	22:51:35	1854.0	3533.0	100	M	K-Ok	["Wind"]	Medium
Grono	060419_224502.wav.data	22:51:14	22:51:35	1854.0	3533.0	100	M	K-Set	["Wind"]	Medium
Grono	060419_233002.wav.data	23:36:18	23:36:49	1494.0	3311.0	100	M	K-Set	["Wind", "Wind Gusts"]	Low
Grono	060419_233002.wav.data	23:36:18	23:36:49	1494.0	3311.0	100	M	K-Far	["Wind", "Wind Gusts"]	Low
Grono	060419_233002.wav.data	23:36:18	23:36:49	1494.0	3311.0	100	M	K-M	["Wind", "Wind Gusts"]	Low
Grono	060419_233002.wav.data	23:36:51	23:37:11	362.0	3996.0	100	M	K-Far	["Wind", "Wind Gusts"]	Low
Grono	060419_233002.wav.data	23:36:51	23:37:11	362.0	3996.0	100	M	K-Set	["Wind", "Wind Gusts"]	Low
Grono	060419_233002.wav.data	23:36:51	23:37:11	362.0	3996.0	100	M	K-F	["Wind", "Wind Gusts"]	Low
Grono	060419_233002.wav.data	23:37:11	23:37:25	1830.0	3535.0	100	M	K-Set	["Wind", "Wind Gusts"]	Low
Grono	060419_233002.wav.data	23:37:11	23:37:25	1830.0	3535.0	100	M	K-M	["Wind", "Wind Gusts"]	Low
Grono	060419_233002.wav.data	23:37:11	23:37:25	1830.0	3535.0	100	M	K-Far	["Wind", "Wind Gusts"]	Low
Grono	060419_233002.wav.data	23:37:29	23:37:54	2291.0	3411.0	100	M	K-Far	["Wind", "Wind Gusts"]	Low
Grono	060419_233002.wav.data	23:37:29	23:37:54	2291.0	3411.0	100	M	K-M	["Wind", "Wind Gusts"]	Low
Grono	060419_233002.wav.data	23:37:29	23:37:54	2291.0	3411.0	100	M	K-Set	["Wind", "Wind Gusts"]	Low
Grono	060419_233002.wav.data	23:36:17	23:37:25	287.0	3971.0	100	M	Duet	["Wind", "Wind Gusts"]	Low
Grono	060419_233002.wav.data	23:40:25	23:40:54	1437.0	2792.0	100	M	K-Set	["Wind", "Wind Gusts"]	Low
Grono	060419_233002.wav.data	23:40:25	23:40:54	1437.0	2792.0	100	M	K-M	["Wind", "Wind Gusts"]	Low
Grono	060419_233002.wav.data	23:40:25	23:40:54	1437.0	2792.0	100	M	K-Ok	["Wind", "Wind Gusts"]	Low
Grono	060419_234502.wav.data	23:51:25	23:51:43	1773.0	3127.0	100	M	K-Set	["Wind"]	Medium
Grono	060419_234502.wav.data	23:51:25	23:51:43	1773.0	3127.0	100	M	K-Ok	["Wind"]	Medium
Grono	060419_234502.wav.data	23:51:25	23:51:43	1773.0	3127.0	100	M	K-M	["Wind"]	Medium
Grono	060519_220001.wav.data	22:12:59	22:13:15	1773.0	3197.0	100	M	K-Set	["Wind"]	Medium
Grono	060519_220001.wav.data	22:12:59	22:13:15	1773.0	3197.0	100	M	K-M	["Wind"]	Medium
Grono	060519_220001.wav.data	22:12:59	22:13:15	1773.0	3197.0	100	M	K-Ok	["Wind"]	Medium
Grono	060519_221503.wav.data	22:17:30	22:17:36	1460.0	3023.0	100	M	K-Set	["Wind"]	Medium
Grono	060519_221503.wav.data	22:17:30	22:17:36	1460.0	3023.0	100	M	K-M	["Wind"]	Medium
Grono	060519_221503.wav.data	22:17:30	22:17:36	1460.0	3023.0	100	M	K-Ok	["Wind"]	Medium
Grono	060519_221503.wav.data	22:22:31	22:22:56	1332.0	4000.0	100	M	K-M	["Wind"]	Medium
Grono	060519_221503.wav.data	22:22:31	22:22:56	1332.0	4000.0	100	M	K-Ok	["Wind"]	Medium
Grono	060519_221503.wav.data	22:22:31	22:22:56	1332.0	4000.0	100	M	K-Set	["Wind"]	Medium
Grono	060519_221503.wav.data	22:23:10	22:23:25	1146.0	3423.0	100	M	K-Set	["Wind"]	Medium
Grono	060519_221503.wav.data	22:23:10	22:23:25	1146.0	3423.0	100	M	K-Ok	["Wind"]	Medium
Grono	060519_221503.wav.data	22:23:10	22:23:25	1146.0	3423.0	100	M	K-MF	["Wind"]	Medium
Grono	060519_221503.wav.data	22:23:00	22:23:09	1108.0	2365.0	100	M	K-Set	["Wind"]	Medium
Grono	060519_221503.wav.data	22:23:00	22:23:09	1108.0	2365.0	100	M	K-F	["Wind"]	Medium
Grono	060519_221503.wav.data	22:23:00	22:23:09	1108.0	2365.0	100	M	K-Ok	["Wind"]	Medium
Grono	060519_221503.wav.data	22:23:00	22:23:26	1021.0	3573.0	100	M	Duet	["Wind"]	Medium
Grono	060519_221503.wav.data	22:23:40	22:24:14	1233.0	2689.0	100	M	K-M	["Wind"]	Medium
Grono	060519_221503.wav.data	22:23:40	22:24:14	1233.0	2689.0	100	M	K-Set	["Wind"]	Medium
Grono	060519_221503.wav.data	22:23:40	22:24:14	1233.0	2689.0	100	M	K-Ok	["Wind"]	Medium
Grono	060519_223003.wav.data	22:37:01	22:37:10	623.0	3996.0	100	M	K-F	["Wind"]	Medium
Grono	060519_223003.wav.data	22:37:01	22:37:10	623.0	3996.0	100	M	K-Set	["Wind"]	Medium
Grono	060519_223003.wav.data	22:37:01	22:37:10	623.0	3996.0	100	M	K-Ok	["Wind"]	Medium
Grono	060519_223003.wav.data	22:37:10	22:37:33	1519.0	3498.0	100	M	K-Set	["Wind"]	Medium
Grono	060519_223003.wav.data	22:37:10	22:37:33	1519.0	3498.0	100	M	K-M	["Wind"]	Medium
Grono	060519_223003.wav.data	22:37:10	22:37:33	1519.0	3498.0	100	M	K-Ok	["Wind"]	Medium
Grono	060519_223003.wav.data	22:37:00	22:37:34	548.0	4000.0	100	M	Duet	["Wind"]	Medium
Grono	060519_223003.wav.data	22:41:59	22:42:04	1958.0	2792.0	100	M	K-Set	["Wind"]	Medium
Grono	060519_223003.wav.data	22:41:59	22:42:04	1958.0	2792.0	100	M	K-M	["Wind"]	Medium
Grono	060519_223003.wav.data	22:41:59	22:42:04	1958.0	2792.0	100	M	K-Ok	["Wind"]	Medium
Grono	060519_224502.wav.data	22:45:25	22:45:31	2453.0	2925.0	100	M	K-Set	["Wind"]	High
Grono	060519_224502.wav.data	22:45:25	22:45:31	2453.0	2925.0	100	M	K-M	["Wind"]	High
Grono	060519_224502.wav.data	22:45:25	22:45:31	2453.0	2925.0	100	M	K-Ok	["Wind"]	High
Grono	060519_224502.wav.data	22:45:38	22:45:45	2365.0	3349.0	100	M	K-Ok	["Wind"]	High
Grono	060519_224502.wav.data	22:45:38	22:45:45	2365.0	3349.0	100	M	K-M	["Wind"]	High
