File Name,Label,Comment,Image,Audio,Call Type,Length (seconds),Start Time,Trap Number,Collaborators
Lake_Sec-200319_223002-S683-E693,Kiwi,,Lake_Sec-200319_223002-S683-E693.png (https://dl.airtable.com/.attachments/9f70aa6a55663558a16623466ec952e4/6a4b304c/Lake_Sec-200319_223002-S683-E693.png),Lake_Sec-200319_223002-S683-E693.wav (https://dl.airtable.com/.attachments/b688e89724907bc4f2c2e1123c91b94f/a53fb6d9/Lake_Sec-200319_223002-S683-E693.wav),Male,10.0,2019-03-21 11:41,Secretary_Island/Lake_Sec,
Lake_Sec-200319_223002-S713-E725,Kiwi,,Lake_Sec-200319_223002-S713-E725.png (https://dl.airtable.com/.attachments/a1a355c74a7aa3e537b6a1d70b044fca/6cc04c15/Lake_Sec-200319_223002-S713-E725.png),Lake_Sec-200319_223002-S713-E725.wav (https://dl.airtable.com/.attachments/ec1b54e2509318086eba8426912c663f/895f0aab/Lake_Sec-200319_223002-S713-E725.wav),Male,12.0,2019-03-21 11:41,Secretary_Island/Lake_Sec,
Lake_Sec-200319_223002-S853-E860,Junk,,Lake_Sec-200319_223002-S853-E860.png (https://dl.airtable.com/.attachments/a0ba5decb102922911a94bdbce0a707d/16d4a919/Lake_Sec-200319_223002-S853-E860.png),Lake_Sec-200319_223002-S853-E860.wav (https://dl.airtable.com/.attachments/05dfea6cebb5c003d792f9debf9aadab/2915486c/Lake_Sec-200319_223002-S853-E860.wav),Male,7.0,2019-03-21 11:44,Secretary_Island/Lake_Sec,
Lake_Sec-200319_224502-S48-E54,Junk,,Lake_Sec-200319_224502-S48-E54.png (https://dl.airtable.com/.attachments/d2b0976efec5c8aedfc050a82d8f8bf5/19c75af4/Lake_Sec-200319_224502-S48-E54.png),Lake_Sec-200319_224502-S48-E54.wav (https://dl.airtable.com/.attachments/9487a0c9b1098506bdb5441327873b47/ea8666b4/Lake_Sec-200319_224502-S48-E54.wav),Male,6.0,2019-03-21 11:45,Secretary_Island/Lake_Sec,
Lake_Sec-200319_224502-S138-E145,Junk,,Lake_Sec-200319_224502-S138-E145.png (https://dl.airtable.com/.attachments/661e83ddb041122175b4a02d02752aa6/63a74a1d/Lake_Sec-200319_224502-S138-E145.png),Lake_Sec-200319_224502-S138-E145.wav (https://dl.airtable.com/.attachments/94001b25febf70d656947efb579d6439/f1aa216f/Lake_Sec-200319_224502-S138-E145.wav),Male,7.0,2019-03-21 11:47,Secretary_Island/Lake_Sec,
Lake_Sec-200319_224502-S147-E154,Junk,,Lake_Sec-200319_224502-S147-E154.png (https://dl.airtable.com/.attachments/acd60514d1ba976cc03feca990dc0060/8ce0d506/Lake_Sec-200319_224502-S147-E154.png),Lake_Sec-200319_224502-S147-E154.wav (https://dl.airtable.com/.attachments/fa9998a46c5f61cfc43636c2f7359079/101e88ef/Lake_Sec-200319_224502-S147-E154.wav),Male,7.0,2019-03-21 11:47,Secretary_Island/Lake_Sec,
Lake_Sec-200319_224502-S174-E187,Junk,,Lake_Sec-200319_224502-S174-E187.png (https://dl.airtable.com/.attachments/292ca765a04931cc513ce696d288e6b2/d6c0fbdb/Lake_Sec-200319_224502-S174-E187.png),Lake_Sec-200319_224502-S174-E187.wav (https://dl.airtable.com/.attachments/698edd119b2982702fbaefdbe13efcb9/50279a5c/Lake_Sec-200319_224502-S174-E187.wav),Male,13.0,2019-03-21 11:47,Secretary_Island/Lake_Sec,
Lake_Sec-200319_224502-S200-E247,Junk,,Lake_Sec-200319_224502-S200-E247.png (https://dl.airtable.com/.attachments/2aacb89315d2b2d69dd28bb5cb558c2e/a5db727b/Lake_Sec-200319_224502-S200-E247.png),Lake_Sec-200319_224502-S200-E247.wav (https://dl.airtable.com/.attachments/e56b91589f138f4db5929dcbc50afe7f/f226cc4a/Lake_Sec-200319_224502-S200-E247.wav),Male,47.0,2019-03-21 11:48,Secretary_Island/Lake_Sec,
Lake_Sec-200319_224502-S255-E293,Junk,,Lake_Sec-200319_224502-S255-E293.png (https://dl.airtable.com/.attachments/d269c515edc9672d710cb8791af936c2/d13e7e2d/Lake_Sec-200319_224502-S255-E293.png),Lake_Sec-200319_224502-S255-E293.wav (https://dl.airtable.com/.attachments/474f45095b95eff43a6b4320f14a9901/b3cd9166/Lake_Sec-200319_224502-S255-E293.wav),Male,38.0,2019-03-21 11:49,Secretary_Island/Lake_Sec,
Lake_Sec-200319_224502-S585-E598,Junk,,Lake_Sec-200319_224502-S585-E598.png (https://dl.airtable.com/.attachments/7d0174c7e42fe676a9c86ce4407fe198/6bdfb7fa/Lake_Sec-200319_224502-S585-E598.png),Lake_Sec-200319_224502-S585-E598.wav (https://dl.airtable.com/.attachments/43c4f325d2f94e921e43460d93f817e8/9079817d/Lake_Sec-200319_224502-S585-E598.wav),Male,13.0,2019-03-21 11:54,Secretary_Island/Lake_Sec,
Crossroad-190319_231502-S616-E629,Junk,,Crossroad-190319_231502-S616-E629.png (https://dl.airtable.com/.attachments/53065404d2965d1c9ef96f047c399a22/8eef500e/Crossroad-190319_231502-S616-E629.png),Crossroad-190319_231502-S616-E629.wav (https://dl.airtable.com/.attachments/2e330ac029805c4db43fbc02b09b9d76/c2d6d7e8/Crossroad-190319_231502-S616-E629.wav),Male,13.0,2019-03-20 12:25,Secretary_Island/Crossroad,
Crossroad-190319_233002-S76-E83,Junk,,Crossroad-190319_233002-S76-E83.png (https://dl.airtable.com/.attachments/758802f502b936dc11fdee76209d2e9b/78c6e5f1/Crossroad-190319_233002-S76-E83.png),Crossroad-190319_233002-S76-E83.wav (https://dl.airtable.com/.attachments/c6f909cb94fd3c8735ca449bd1d2d0d1/ce25fa2b/Crossroad-190319_233002-S76-E83.wav),Male,7.0,2019-03-20 12:31,Secretary_Island/Crossroad,
Crossroad-190319_233002-S302-E311,Junk,,Crossroad-190319_233002-S302-E311.png (https://dl.airtable.com/.attachments/a1665b23630b1510044e48fccf70f92f/67107027/Crossroad-190319_233002-S302-E311.png),Crossroad-190319_233002-S302-E311.wav (https://dl.airtable.com/.attachments/ff7c331fc023aca6de7a6662ac71f4f8/0b216e20/Crossroad-190319_233002-S302-E311.wav),Male,9.0,2019-03-20 12:35,Secretary_Island/Crossroad,
Crossroad-190319_233002-S322-E332,Junk,,Crossroad-190319_233002-S322-E332.png (https://dl.airtable.com/.attachments/02e681673353bfe29b67deacaffd62fa/ec99984c/Crossroad-190319_233002-S322-E332.png),Crossroad-190319_233002-S322-E332.wav (https://dl.airtable.com/.attachments/9f8c09aae1a3c7b9b0eb6b1f91fafb72/5a6fbfa5/Crossroad-190319_233002-S322-E332.wav),Male,10.0,2019-03-20 12:35,Secretary_Island/Crossroad,
Crossroad-190319_233002-S626-E633,Junk,,Crossroad-190319_233002-S626-E633.png (https://dl.airtable.com/.attachments/216648e063a9f1cf335437c1835b365b/f7ffffed/Crossroad-190319_233002-S626-E633.png),Crossroad-190319_233002-S626-E633.wav (https://dl.airtable.com/.attachments/40c44e9eefd35ae94b761e4fbf777eb5/c9a8d166/Crossroad-190319_233002-S626-E633.wav),Male,7.0,2019-03-20 12:40,Secretary_Island/Crossroad,
Crossroad-190319_233002-S637-E647,Junk,,Crossroad-190319_233002-S637-E647.png (https://dl.airtable.com/.attachments/b1703c65485dd03e57a6918a5a496590/0d27bb26/Crossroad-190319_233002-S637-E647.png),Crossroad-190319_233002-S637-E647.wav (https://dl.airtable.com/.attachments/b469932f25455f9e3c36ac681b514c4b/9c85ffbe/Crossroad-190319_233002-S637-E647.wav),Male,10.0,2019-03-20 12:40,Secretary_Island/Crossroad,
Crossroad-190319_233002-S674-E681,Junk,,Crossroad-190319_233002-S674-E681.png (https://dl.airtable.com/.attachments/8572197294f5caeb3e23c422d886033e/ff5c2cd3/Crossroad-190319_233002-S674-E681.png),Crossroad-190319_233002-S674-E681.wav (https://dl.airtable.com/.attachments/25a314a3fea4ec133752ca59f8ccc646/201ef972/Crossroad-190319_233002-S674-E681.wav),Male,7.0,2019-03-20 12:41,Secretary_Island/Crossroad,
Crossroad-190319_233002-S770-E785,Junk,,Crossroad-190319_233002-S770-E785.png (https://dl.airtable.com/.attachments/fdf680e1979fa82bb7ac298ddd34554b/956021c2/Crossroad-190319_233002-S770-E785.png),Crossroad-190319_233002-S770-E785.wav (https://dl.airtable.com/.attachments/a926c39f8a833fccf133d0f7b02fbaa5/270989f7/Crossroad-190319_233002-S770-E785.wav),Male,15.0,2019-03-20 12:42,Secretary_Island/Crossroad,
Crossroad-190319_233002-S888-E895,Junk,,Crossroad-190319_233002-S888-E895.png (https://dl.airtable.com/.attachments/24d47d7f29584467d446c661a2fcdea8/f7e1ffec/Crossroad-190319_233002-S888-E895.png),Crossroad-190319_233002-S888-E895.wav (https://dl.airtable.com/.attachments/209b9bff70970ff1ea51415547978e4e/67f99449/Crossroad-190319_233002-S888-E895.wav),Male,7.0,2019-03-20 12:44,Secretary_Island/Crossroad,
Crossroad-190319_234502-S13-E20,Junk,,Crossroad-190319_234502-S13-E20.png (https://dl.airtable.com/.attachments/bdeac7c43ae5ced3e8163eac7295d910/7ea59547/Crossroad-190319_234502-S13-E20.png),Crossroad-190319_234502-S13-E20.wav (https://dl.airtable.com/.attachments/1f308aa9b2158b341293042e0abdd6e9/f53f88a5/Crossroad-190319_234502-S13-E20.wav),Male,7.0,2019-03-20 12:45,Secretary_Island/Crossroad,
Marley-200419_220001-S353-E374,Kiwi,close female,Marley-200419_220001-S353-E374.png (https://dl.airtable.com/.attachments/5d097d7174378135b46144fa76939542/cc62167e/Marley-200419_220001-S353-E374.png),Marley-200419_220001-S353-E374.wav (https://dl.airtable.com/.attachments/59961c908078ce788fcfc1184cf73aee/7911668a/Marley-200419_220001-S353-E374.wav),Female,21.0,2019-04-21 10:05,Secretary_Island/Marley,
Marley-200419_220001-S374-E401,Kiwi,close male,Marley-200419_220001-S374-E401.png (https://dl.airtable.com/.attachments/cbe953da2bc2c6ba41f605b96cff1a63/7d3a3d84/Marley-200419_220001-S374-E401.png),Marley-200419_220001-S374-E401.wav (https://dl.airtable.com/.attachments/227e789e437cdb8446f3fdc6b5df403b/2cab57ba/Marley-200419_220001-S374-E401.wav),Male,27.0,2019-04-21 10:06,Secretary_Island/Marley,
Marley-200419_221502-S444-E459,Kiwi,close female,Marley-200419_221502-S444-E459.png (https://dl.airtable.com/.attachments/bd92b00be53accad8bc397a2d45ff0a7/853f57de/Marley-200419_221502-S444-E459.png),Marley-200419_221502-S444-E459.wav (https://dl.airtable.com/.attachments/6ebd43cf29d845ea67372a3f59371e90/04d7d900/Marley-200419_221502-S444-E459.wav),Female,15.0,2019-04-21 10:22,Secretary_Island/Marley,
Marley-200419_221502-S428-E443,Kiwi,male,Marley-200419_221502-S428-E443.png (https://dl.airtable.com/.attachments/c61a5b9652add94684040a46df58b9b7/5baf20f3/Marley-200419_221502-S428-E443.png),Marley-200419_221502-S428-E443.wav (https://dl.airtable.com/.attachments/d36e269cac82c1015dbdf6f083670c75/0690efb3/Marley-200419_221502-S428-E443.wav),Male,15.0,2019-04-21 10:22,Secretary_Island/Marley,
Marley-200419_221502-S486-E498,Kiwi,,Marley-200419_221502-S486-E498.png (https://dl.airtable.com/.attachments/c63654e59bbd6865363a022d5d41c658/bd4adb18/Marley-200419_221502-S486-E498.png),Marley-200419_221502-S486-E498.wav (https://dl.airtable.com/.attachments/5c9920ab621f9ceaf50dd33edcdaead6/63c0668b/Marley-200419_221502-S486-E498.wav),Male,12.0,2019-04-21 10:23,Secretary_Island/Marley,
Marley-210318_223002-S160-E167,Junk,,Marley-210318_223002-S160-E167.png (https://dl.airtable.com/.attachments/346bf7163924fe87f2d6d8e5a48191b0/8afb64bb/Marley-210318_223002-S160-E167.png),Marley-210318_223002-S160-E167.wav (https://dl.airtable.com/.attachments/1da8ec6bc4bd4b14ecfd1a30774d5127/d40fe905/Marley-210318_223002-S160-E167.wav),Male,7.0,2018-03-22 11:32,Secretary_Island/Marley,
Marley-210319_221502-S598-E609,Kiwi,,Marley-210319_221502-S598-E609.png (https://dl.airtable.com/.attachments/e05ed88a30b039e90da323332f4eccf1/184252bd/Marley-210319_221502-S598-E609.png),Marley-210319_221502-S598-E609.wav (https://dl.airtable.com/.attachments/f4770d80379894d9a79e1c159860a336/89ef5984/Marley-210319_221502-S598-E609.wav),Male,11.0,2019-03-22 11:25,Secretary_Island/Marley,
Marley-210319_230002-S92-E99,Junk,,Marley-210319_230002-S92-E99.png (https://dl.airtable.com/.attachments/310036626acb3ee0d97017b5fa553ee1/493e6d8a/Marley-210319_230002-S92-E99.png),Marley-210319_230002-S92-E99.wav (https://dl.airtable.com/.attachments/6f3e1bc83439c1bc8c520b57d4441158/ad152635/Marley-210319_230002-S92-E99.wav),Male,7.0,2019-03-22 12:01,Secretary_Island/Marley,
Marley-210319_230002-S164-E171,Junk,,Marley-210319_230002-S164-E171.png (https://dl.airtable.com/.attachments/f4662cfb1fbd5b5a53da44f49efd396b/bb09607d/Marley-210319_230002-S164-E171.png),Marley-210319_230002-S164-E171.wav (https://dl.airtable.com/.attachments/df989f86d359b51cef4856730aa6c5d8/ff6a8e88/Marley-210319_230002-S164-E171.wav),Male,7.0,2019-03-22 12:02,Secretary_Island/Marley,
Marley-210419_230002-S237-E267,Kiwi,,Marley-210419_230002-S237-E267.png (https://dl.airtable.com/.attachments/77758887e0a466c93a490ea90165789e/d042a7fb/Marley-210419_230002-S237-E267.png),Marley-210419_230002-S237-E267.wav (https://dl.airtable.com/.attachments/49284dfd5b258ac67057acbe5a067216/3d0da0af/Marley-210419_230002-S237-E267.wav),Male,30.0,2019-04-22 11:03,Secretary_Island/Marley,
Lake_Sec-160318_220001-S415-E422,Junk,,Lake_Sec-160318_220001-S415-E422.png (https://dl.airtable.com/.attachments/8f8473d57010a7aa81a069fc4b4b5e92/a3460899/Lake_Sec-160318_220001-S415-E422.png),Lake_Sec-160318_220001-S415-E422.wav (https://dl.airtable.com/.attachments/4c8e0e5d8fe41bf7582f6894363535f3/f7431fa5/Lake_Sec-160318_220001-S415-E422.wav),Male,7.0,2018-03-17 11:06,Secretary_Island/Lake_Sec,
Lake_Sec-160318_220001-S875-E882,Junk,,Lake_Sec-160318_220001-S875-E882.png (https://dl.airtable.com/.attachments/f299a51c36877efc6bfddb6f2b84704f/be197ef0/Lake_Sec-160318_220001-S875-E882.png),Lake_Sec-160318_220001-S875-E882.wav (https://dl.airtable.com/.attachments/138d0faa6dc341d26535946196d71ee9/76814a4c/Lake_Sec-160318_220001-S875-E882.wav),Male,7.0,2018-03-17 11:14,Secretary_Island/Lake_Sec,
Lake_Sec-160318_221502-S752-E758,Kiwi,,Lake_Sec-160318_221502-S752-E758.png (https://dl.airtable.com/.attachments/652c33e1734f5d2973949ea609704dd8/38f282a8/Lake_Sec-160318_221502-S752-E758.png),Lake_Sec-160318_221502-S752-E758.wav (https://dl.airtable.com/.attachments/451401082829b6128337bea02025803d/fa398048/Lake_Sec-160318_221502-S752-E758.wav),Male,6.0,2018-03-17 11:27,Secretary_Island/Lake_Sec,
Lake_Sec-160318_221502-S761-E770,Kiwi,,Lake_Sec-160318_221502-S761-E770.png (https://dl.airtable.com/.attachments/c8e077e457ae91773822ccba12feb250/498a4946/Lake_Sec-160318_221502-S761-E770.png),Lake_Sec-160318_221502-S761-E770.wav (https://dl.airtable.com/.attachments/a2c0053961a2422d56d6f16f920091c2/3bdf7fb3/Lake_Sec-160318_221502-S761-E770.wav),Male,9.0,2018-03-17 11:27,Secretary_Island/Lake_Sec,
Lake_Sec-160318_221502-S773-E779,Kiwi,,Lake_Sec-160318_221502-S773-E779.png (https://dl.airtable.com/.attachments/df847478c04e93d39397099d48538601/3ebcaee8/Lake_Sec-160318_221502-S773-E779.png),Lake_Sec-160318_221502-S773-E779.wav (https://dl.airtable.com/.attachments/774ba016b6ed865b2440254e9e237db2/ef4d79cb/Lake_Sec-160318_221502-S773-E779.wav),Male,6.0,2018-03-17 11:27,Secretary_Island/Lake_Sec,
Lake_Sec-160318_221502-S783-E790,Kiwi,,Lake_Sec-160318_221502-S783-E790.png (https://dl.airtable.com/.attachments/970ce60f3676e4c826918c57ede7362d/0542fd82/Lake_Sec-160318_221502-S783-E790.png),Lake_Sec-160318_221502-S783-E790.wav (https://dl.airtable.com/.attachments/c87a4f4f0d8b4495e736c52b1e3b0c9d/6f4580b1/Lake_Sec-160318_221502-S783-E790.wav),Male,7.0,2018-03-17 11:28,Secretary_Island/Lake_Sec,
Lake_Sec-160318_223002-S868-E886,Kiwi,,Lake_Sec-160318_223002-S868-E886.png (https://dl.airtable.com/.attachments/0c75b11d9a5cae63e48b39f74edd912f/1f94c808/Lake_Sec-160318_223002-S868-E886.png),Lake_Sec-160318_223002-S868-E886.wav (https://dl.airtable.com/.attachments/2b38083e3f934bad0b2d5bed7900ef3d/265b689f/Lake_Sec-160318_223002-S868-E886.wav),Male,18.0,2018-03-17 11:44,Secretary_Island/Lake_Sec,
Lake_Sec-160318_233002-S125-E138,Kiwi,,Lake_Sec-160318_233002-S125-E138.png (https://dl.airtable.com/.attachments/9a1e5ad00e9004b6b358d753e45c32e0/9989e29c/Lake_Sec-160318_233002-S125-E138.png),Lake_Sec-160318_233002-S125-E138.wav (https://dl.airtable.com/.attachments/ab7e8d26db8f6e4b34ef29a6b541ea84/27a34a75/Lake_Sec-160318_233002-S125-E138.wav),Male,13.0,2018-03-17 12:32,Secretary_Island/Lake_Sec,
Lake_Sec-160318_234502-S773-E789,Kiwi,,Lake_Sec-160318_234502-S773-E789.png (https://dl.airtable.com/.attachments/f03d52681696937ad637d26f428be3ff/0c2dce4a/Lake_Sec-160318_234502-S773-E789.png),Lake_Sec-160318_234502-S773-E789.wav (https://dl.airtable.com/.attachments/19cf4206976cd4f575c933aa05573f8d/4d6a5a68/Lake_Sec-160318_234502-S773-E789.wav),Male,16.0,2018-03-17 12:57,Secretary_Island/Lake_Sec,
Lake_Sec-160319_220001-S14-E24,Junk,,Lake_Sec-160319_220001-S14-E24.png (https://dl.airtable.com/.attachments/7a1c9b5756cfa08a345833a7a3352fa3/36698b59/Lake_Sec-160319_220001-S14-E24.png),Lake_Sec-160319_220001-S14-E24.wav (https://dl.airtable.com/.attachments/dd60ab23b5ac52277be8426da51c985b/94b686fd/Lake_Sec-160319_220001-S14-E24.wav),Male,10.0,2019-03-17 11:00,Secretary_Island/Lake_Sec,
Lake_Sec-170419_221502-S548-E558,Junk,,Lake_Sec-170419_221502-S548-E558.png (https://dl.airtable.com/.attachments/57be41f895b12161bb827854db97490a/75012576/Lake_Sec-170419_221502-S548-E558.png),Lake_Sec-170419_221502-S548-E558.wav (https://dl.airtable.com/.attachments/bcf13cef868bac3d809fa46ef0713d4b/c857497c/Lake_Sec-170419_221502-S548-E558.wav),Male,10.0,2019-04-18 10:24,Secretary_Island/Lake_Sec,
Lake_Sec-170419_221502-S881-E894,Junk,,Lake_Sec-170419_221502-S881-E894.png (https://dl.airtable.com/.attachments/d44e334580199efce25f3683cfc296fb/399f1a31/Lake_Sec-170419_221502-S881-E894.png),Lake_Sec-170419_221502-S881-E894.wav (https://dl.airtable.com/.attachments/c56dad40587eeeb250148c9663ee2763/0900b128/Lake_Sec-170419_221502-S881-E894.wav),Male,13.0,2019-04-18 10:29,Secretary_Island/Lake_Sec,
Lake_Sec-170419_223002-S539-E546,Junk,,Lake_Sec-170419_223002-S539-E546.png (https://dl.airtable.com/.attachments/bbb60173ba22b92899e6b12c0ff514d7/4d735589/Lake_Sec-170419_223002-S539-E546.png),Lake_Sec-170419_223002-S539-E546.wav (https://dl.airtable.com/.attachments/e637715a17711e5a0393c61fe1303b57/37c9e664/Lake_Sec-170419_223002-S539-E546.wav),Male,7.0,2019-04-18 10:39,Secretary_Island/Lake_Sec,
Lake_Sec-170419_223002-S613-E623,Kiwi,,Lake_Sec-170419_223002-S613-E623.png (https://dl.airtable.com/.attachments/46e0846e90882da102e42c65e6cb80ad/496190c4/Lake_Sec-170419_223002-S613-E623.png),Lake_Sec-170419_223002-S613-E623.wav (https://dl.airtable.com/.attachments/e822460347efcfac8506f571638c15f2/31867af1/Lake_Sec-170419_223002-S613-E623.wav),Male,10.0,2019-04-18 10:40,Secretary_Island/Lake_Sec,
Lake_Sec-170419_223002-S677-E687,Junk,,Lake_Sec-170419_223002-S677-E687.png (https://dl.airtable.com/.attachments/f9220891cab2d22c0b12594bf6647bde/e18d46fe/Lake_Sec-170419_223002-S677-E687.png),Lake_Sec-170419_223002-S677-E687.wav (https://dl.airtable.com/.attachments/d4311535c0ca2b6277443f2a0c1021ef/0bc3f35f/Lake_Sec-170419_223002-S677-E687.wav),Male,10.0,2019-04-18 10:41,Secretary_Island/Lake_Sec,
Lake_Sec-170419_223002-S736-E746,Junk,,Lake_Sec-170419_223002-S736-E746.png (https://dl.airtable.com/.attachments/1d9abaf9ad81f5123e019618a317d042/d15f9739/Lake_Sec-170419_223002-S736-E746.png),Lake_Sec-170419_223002-S736-E746.wav (https://dl.airtable.com/.attachments/254c8d42ec710f52cf3520544f755c41/2682a3ca/Lake_Sec-170419_223002-S736-E746.wav),Male,10.0,2019-04-18 10:42,Secretary_Island/Lake_Sec,
Lake_Sec-170419_223002-S764-E770,Junk,,Lake_Sec-170419_223002-S764-E770.png (https://dl.airtable.com/.attachments/8ec39ab7a0c8941083b69780e820d633/c03eda82/Lake_Sec-170419_223002-S764-E770.png),Lake_Sec-170419_223002-S764-E770.wav (https://dl.airtable.com/.attachments/8fcd3cc689e290518eec50d2be1258f5/6241a6af/Lake_Sec-170419_223002-S764-E770.wav),Male,6.0,2019-04-18 10:42,Secretary_Island/Lake_Sec,
Lake_Sec-170419_224502-S424-E434,Junk,,Lake_Sec-170419_224502-S424-E434.png (https://dl.airtable.com/.attachments/ff94c02b089562c5af4e3473db35aa2f/7cd0e9dc/Lake_Sec-170419_224502-S424-E434.png),Lake_Sec-170419_224502-S424-E434.wav (https://dl.airtable.com/.attachments/7930b1ef00c0f70d1ff38264f1c959ee/f84b61da/Lake_Sec-170419_224502-S424-E434.wav),Male,10.0,2019-04-18 10:52,Secretary_Island/Lake_Sec,
Lake_Sec-170419_224502-S657-E664,Junk,,Lake_Sec-170419_224502-S657-E664.png (https://dl.airtable.com/.attachments/36d8f8da732317ade7f4eeb29a03a3cf/6eb4282c/Lake_Sec-170419_224502-S657-E664.png),Lake_Sec-170419_224502-S657-E664.wav (https://dl.airtable.com/.attachments/bacd79bdfbc25d51533a22652cc7ef47/337da0ac/Lake_Sec-170419_224502-S657-E664.wav),Male,7.0,2019-04-18 10:55,Secretary_Island/Lake_Sec,
Lake_Sec-170419_224502-S759-E766,Junk,,Lake_Sec-170419_224502-S759-E766.png (https://dl.airtable.com/.attachments/9ff226c68ab5c571c7bb16c67fb412cf/acd5ab2b/Lake_Sec-170419_224502-S759-E766.png),Lake_Sec-170419_224502-S759-E766.wav (https://dl.airtable.com/.attachments/c7199add268eb03edfb40f297d7a7ee6/0a674f51/Lake_Sec-170419_224502-S759-E766.wav),Male,7.0,2019-04-18 10:57,Secretary_Island/Lake_Sec,
